id,name
1,ハンドボール
2,弓道
3,漕艇
4,ライフセービング
5,アイスホッケー
6,ラクロス
7,卓球
8,陸上
9,野球
10,サイクリング
11,バスケットボール
12,少林寺拳法
13,ワンダーフォーゲル
14,テニス
15,アルティメット
16,オリエンテーリング
17,鹿島神流武道
18,体操
19,ラグビー
20,ソフトボール
21,アーチェリー
22,サッカー
23,水泳
24,バドミントン
25,トランポリン
26,剣道
27,馬術
28,ホッケー
29,ゴルフ
30,スキー
31,バレーボール
32,アメフト
33,空手
34,ヨット
35,トライアスロン
36,合気道
