id,name
1,書道
2,木管楽器
3,合唱
4,写真
5,ジャグリング
6,劇団
7,伝統芸能
8,アカペラ
9,ジャズ
10,和楽器
11,舞踏
12,応援
13,吹奏楽
14,軽音
15,ミュージカル
16,ギター・マンドリン
17,ピアノ
18,大衆音楽
19,軽音
20,管弦
